Player 1,Player 2,Partnership Career Span,Partnership Career Start,Partnership Career End,Number Of Partnerships,Unbroken Partnerships,Total Partnership Runs,Highest Partnership,Avg Partnership Per Dismissal,Century Partnerships,Fifty Runs And Over Partnerships,Country
KMDN Kulasekara, SMSM Senanayake,2014-2015,2014,2015,2,1,9,5*,9,0,0,Sri Lanka
MF Maharoof, K Weeraratne,2008-2008,2008,2008,1,0,9,9,9,0,0,Sri Lanka
BMAJ Mendis, MDKJ Perera,2018-2018,2018,2018,1,0,9,9,9,0,0,Sri Lanka
MDKJ Perera, HDRL Thirimanne,2013-2013,2013,2013,1,0,9,9,9,0,0,Sri Lanka
A Dananjaya, MDKJ Perera,2017-2017,2017,2017,1,0,8,8,8,0,0,Sri Lanka
TM Dilshan, RJMGM Rupasinghe,2009-2009,2009,2009,1,0,8,8,8,0,0,Sri Lanka
GSNFG Jayasuriya, CK Kapugedera,2016-2016,2016,2016,1,0,8,8,8,0,0,Sri Lanka
GSNFG Jayasuriya, MDKJ Perera,2015-2015,2015,2015,1,0,8,8,8,0,0,Sri Lanka
BAW Mendis, KC Sangakkara,2013-2013,2013,2013,1,1,8,8*,-,0,0,Sri Lanka
BMAJ Mendis, EMDY Munaweera,2012-2012,2012,2012,1,0,8,8,8,0,0,Sri Lanka
BMAJ Mendis, NLTC Perera,2012-2012,2012,2012,3,1,8,6*,4,0,0,Sri Lanka
BMAJ Mendis, WU Tharanga,2018-2018,2018,2018,1,1,8,8*,-,0,0,Sri Lanka
SS Pathirana, ML Udawatte,2017-2017,2017,2017,1,0,8,8,8,0,0,Sri Lanka
CAK Rajitha, TAM Siriwardana,2016-2016,2016,2016,1,1,8,8*,-,0,0,Sri Lanka
PVD Chameera, CK Kapugedera,2016-2016,2016,2016,1,1,7,7*,-,0,0,Sri Lanka
LD Chandimal, MF Maharoof,2016-2016,2016,2016,1,0,7,7,7,0,0,Sri Lanka
DM de Silva, BKG Mendis,2016-2016,2016,2016,1,0,7,7,7,0,0,Sri Lanka
TM Dilshan, SHT Kandamby,2008-2008,2008,2008,1,0,7,7,7,0,0,Sri Lanka
DAS Gunaratne, AD Mathews,2017-2017,2017,2017,1,0,7,7,7,0,0,Sri Lanka
CU Jayasinghe, S Randiv,2010-2010,2010,2010,1,0,7,7,7,0,0,Sri Lanka
CU Jayasinghe, BAW Mendis,2010-2010,2010,2010,1,0,7,7,7,0,0,Sri Lanka
ST Jayasuriya, SL Malinga,2010-2010,2010,2010,1,1,7,7*,-,0,0,Sri Lanka
DPMD Jayawardene, WU Tharanga,2012-2012,2012,2012,1,0,7,7,7,0,0,Sri Lanka
AD Mathews, M Muralitharan,2009-2009,2009,2009,1,0,7,7,7,0,0,Sri Lanka
SMA Priyanjan, ML Udawatte,2017-2017,2017,2017,1,0,7,7,7,0,0,Sri Lanka
DM de Silva, KDK Vithanage,2015-2015,2015,2015,1,0,6,6,6,0,0,Sri Lanka
MD Gunathilaka, GSNFG Jayasuriya,2016-2016,2016,2016,1,0,6,6,6,0,0,Sri Lanka
MD Gunathilaka, ML Udawatte,2017-2017,2017,2017,1,0,6,6,6,0,0,Sri Lanka
DPMD Jayawardene, MDK Perera,2011-2011,2011,2011,1,0,6,6,6,0,0,Sri Lanka
RAS Lakmal, SMSM Senanayake,2016-2016,2016,2016,2,1,6,3*,6,0,0,Sri Lanka
BMAJ Mendis, HDRL Thirimanne,2012-2012,2012,2012,1,1,6,6*,-,0,0,Sri Lanka
MD Shanaka, I Udana,2017-2017,2017,2017,1,0,6,6,6,0,0,Sri Lanka
LD Chandimal, A Dananjaya,2018-2018,2018,2018,1,0,5,5,5,0,0,Sri Lanka
A Dananjaya, I Udana,2018-2018,2018,2018,1,1,5,5*,-,0,0,Sri Lanka
HMRKB Herath, BAW Mendis,2011-2011,2011,2011,1,1,5,5*,-,0,0,Sri Lanka
HMRKB Herath, NLTC Perera,2016-2016,2016,2016,1,0,5,5,5,0,0,Sri Lanka
KMDN Kulasekara, HDRL Thirimanne,2012-2012,2012,2012,1,0,5,5,5,0,0,Sri Lanka
RAS Lakmal, MD Shanaka,2016-2018,2016,2018,2,0,5,5,2.5,0,0,Sri Lanka
RAS Lakmal, JDF Vandersay,2016-2016,2016,2016,1,1,5,5*,-,0,0,Sri Lanka
BKG Mendis, BMAJ Mendis,2018-2018,2018,2018,1,0,5,5,5,0,0,Sri Lanka
MDKJ Perera, MD Shanaka,2017-2018,2017,2018,3,0,5,3,1.66,0,0,Sri Lanka
SMA Priyanjan, JRMVB Sanjaya,2017-2017,2017,2017,1,1,5,5*,-,0,0,Sri Lanka
SMSM Senanayake, TAM Siriwardana,2015-2016,2015,2016,2,0,5,3,2.5,0,0,Sri Lanka
PVD Chameera, SL Malinga,2015-2015,2015,2015,1,0,4,4,4,0,0,Sri Lanka
LD Chandimal, BMAJ Mendis,2012-2012,2012,2012,1,0,4,4,4,0,0,Sri Lanka
N Dickwella, MD Gunathilaka,2016-2016,2016,2016,1,0,4,4,4,0,0,Sri Lanka
DPMD Jayawardene, EMDY Munaweera,2012-2012,2012,2012,1,0,4,4,4,0,0,Sri Lanka
CK Kapugedera, SS Pathirana,2016-2016,2016,2016,1,0,4,4,4,0,0,Sri Lanka
AD Mathews, KDK Vithanage,2016-2016,2016,2016,1,0,4,4,4,0,0,Sri Lanka
S Samarawickrama, WU Tharanga,2017-2017,2017,2017,1,0,4,4,4,0,0,Sri Lanka
KC Sangakkara, SMSM Senanayake,2013-2013,2013,2013,1,0,4,4,4,0,0,Sri Lanka
HMCM Bandara, LPC Silva,2006-2006,2006,2006,1,0,3,3,3,0,0,Sri Lanka
TM Dilshan, G Wijekoon,2007-2007,2007,2007,1,0,3,3,3,0,0,Sri Lanka
HMRKB Herath, SMSM Senanayake,2014-2014,2014,2014,1,0,3,3,3,0,0,Sri Lanka
GSNFG Jayasuriya, NLTC Perera,2015-2015,2015,2015,1,0,3,3,3,0,0,Sri Lanka
KMDN Kulasekara, K Weeraratne,2008-2008,2008,2008,1,0,3,3,3,0,0,Sri Lanka
AD Mathews, SMSM Senanayake,2012-2012,2012,2012,1,0,3,3,3,0,0,Sri Lanka
BAW Mendis, UWMBCA Welegedara,2010-2010,2010,2010,1,0,3,3,3,0,0,Sri Lanka
S Prasanna, I Udana,2017-2017,2017,2017,2,0,3,2,1.5,0,0,Sri Lanka
KC Sangakkara, I Udana,2009-2009,2009,2009,1,0,3,3,3,0,0,Sri Lanka
PVD Chameera, N Pradeep,2017-2017,2017,2017,1,0,2,2,2,0,0,Sri Lanka
A Dananjaya, S Samarawickrama,2017-2017,2017,2017,1,0,2,2,2,0,0,Sri Lanka
N Dickwella, TM Dilshan,2016-2016,2016,2016,1,0,2,2,2,0,0,Sri Lanka
N Pradeep, MVT Fernando,2017-2017,2017,2017,1,0,2,2,2,0,0,Sri Lanka
CRD Fernando, PDRL Perera,2006-2006,2006,2006,1,0,2,2,2,0,0,Sri Lanka
CRD Fernando, K Weeraratne,2008-2008,2008,2008,1,1,2,2*,-,0,0,Sri Lanka
MD Gunathilaka, S Prasanna,2016-2017,2016,2017,2,0,2,1,1,0,0,Sri Lanka
HMRKB Herath, KMDN Kulasekara,2011-2011,2011,2011,1,0,2,2,2,0,0,Sri Lanka
HMRKB Herath, AD Mathews,2016-2016,2016,2016,1,0,2,2,2,0,0,Sri Lanka
KMDN Kulasekara, M Muralitharan,2009-2009,2009,2009,1,0,2,2,2,0,0,Sri Lanka
SL Malinga, AD Mathews,2009-2009,2009,2009,1,1,2,2*,-,0,0,Sri Lanka
BKG Mendis, MD Shanaka,2018-2018,2018,2018,1,0,2,2,2,0,0,Sri Lanka
EMDY Munaweera, NLTC Perera,2012-2012,2012,2012,1,0,2,2,2,0,0,Sri Lanka
M Muralitharan, T Thushara,2009-2009,2009,2009,1,0,2,2,2,0,0,Sri Lanka
SS Pathirana, SMA Priyanjan,2017-2017,2017,2017,1,0,2,2,2,0,0,Sri Lanka
T Thushara, K Weeraratne,2008-2008,2008,2008,1,0,2,2,2,0,0,Sri Lanka
PVD Chameera, NLTC Perera,2016-2016,2016,2016,1,0,1,1,1,0,0,Sri Lanka
PVD Chameera, JDF Vandersay,2016-2016,2016,2016,1,1,1,1*,-,0,0,Sri Lanka
A Dananjaya, SL Malinga,2012-2012,2012,2012,1,0,1,1,1,0,0,Sri Lanka
PC de Silva, S Samarawickrama,2017-2017,2017,2017,1,0,1,1,1,0,0,Sri Lanka
N Pradeep, RAS Lakmal,2018-2018,2018,2018,1,1,1,1*,-,0,0,Sri Lanka
CRD Fernando, WPUJC Vaas,2007-2007,2007,2007,1,1,1,1*,-,0,0,Sri Lanka
SHT Kandamby, HGJM Kulatunga,2008-2008,2008,2008,1,0,1,1,1,0,0,Sri Lanka
CK Kapugedera, JDF Vandersay,2016-2016,2016,2016,1,0,1,1,1,0,0,Sri Lanka
KS Lokuarachchi, AD Mathews,2012-2012,2012,2012,1,0,1,1,1,0,0,Sri Lanka
SL Malinga, M Muralitharan,2009-2009,2009,2009,1,0,1,1,1,0,0,Sri Lanka
SL Malinga, MDK Perera,2011-2011,2011,2011,1,0,1,1,1,0,0,Sri Lanka
SL Malinga, PADLR Sandakan,2018-2018,2018,2018,1,0,1,1,1,0,0,Sri Lanka
SL Malinga, T Thushara,2009-2009,2009,2009,1,0,1,1,1,0,0,Sri Lanka
BAW Mendis, MDK Perera,2011-2011,2011,2011,1,0,1,1,1,0,0,Sri Lanka
NLTC Perera, WU Tharanga,2018-2018,2018,2018,1,0,1,1,1,0,0,Sri Lanka
CAK Rajitha, SMSM Senanayake,2016-2016,2016,2016,1,1,1,1*,-,0,0,Sri Lanka
JRMVB Sanjaya, I Udana,2017-2017,2017,2017,1,1,1,1*,-,0,0,Sri Lanka
MA Aponso, NLTC Perera,2018-2018,2018,2018,1,0,0,0,0,0,0,Sri Lanka
HMCM Bandara, SL Malinga,2009-2009,2009,2009,1,1,0,0*,-,0,0,Sri Lanka
KMC Bandara, N Pradeep,2016-2016,2016,2016,1,0,0,0,0,0,0,Sri Lanka
PVD Chameera, RAS Lakmal,2018-2018,2018,2018,1,0,0,0,0,0,0,Sri Lanka
PVD Chameera, TAM Siriwardana,2016-2016,2016,2016,1,0,0,0,0,0,0,Sri Lanka
LD Chandimal, SL Malinga,2010-2010,2010,2010,1,0,0,0,0,0,0,Sri Lanka
DM de Silva, NLTC Perera,2016-2018,2016,2018,2,0,0,0,0,0,0,Sri Lanka
TM Dilshan, KMDN Kulasekara,2012-2012,2012,2012,1,0,0,0,0,0,0,Sri Lanka
TM Dilshan, MD Shanaka,2016-2016,2016,2016,1,0,0,0,0,0,0,Sri Lanka
RMS Eranga, SL Malinga,2012-2012,2012,2012,1,0,0,0,0,0,0,Sri Lanka
CRD Fernando, BAW Mendis,2011-2011,2011,2011,1,0,0,0,0,0,0,Sri Lanka
HMRKB Herath, SL Malinga,2012-2014,2012,2014,2,0,0,0,0,0,0,Sri Lanka
CU Jayasinghe, SL Malinga,2010-2010,2010,2010,1,0,0,0,0,0,0,Sri Lanka
ST Jayasuriya, AD Mathews,2010-2010,2010,2010,1,0,0,0,0,0,0,Sri Lanka
SHT Kandamby, KMDN Kulasekara,2009-2009,2009,2009,1,0,0,0,0,0,0,Sri Lanka
MF Maharoof, J Mubarak,2007-2007,2007,2007,1,0,0,0,0,0,0,Sri Lanka
SL Malinga, PDRL Perera,2006-2006,2006,2006,1,0,0,0,0,0,0,Sri Lanka
SL Malinga, KC Sangakkara,2013-2013,2013,2013,1,0,0,0,0,0,0,Sri Lanka
AD Mathews, K Weeraratne,2009-2009,2009,2009,1,0,0,0,0,0,0,Sri Lanka
SS Pathirana, MD Shanaka,2017-2017,2017,2017,2,0,0,0,0,0,0,Sri Lanka
MDKJ Perera, KDK Vithanage,2014-2014,2014,2014,1,0,0,0,0,0,0,Sri Lanka
NLTC Perera, JDF Vandersay,2016-2016,2016,2016,1,0,0,0,0,0,0,Sri Lanka
SMA Priyanjan, MD Shanaka,2017-2017,2017,2017,1,0,0,0,0,0,0,Sri Lanka
H Masakadza, V Sibanda,2010-2016,2010,2016,19,0,601,101,31.63,1,5,Zimbabwe
CJ Chibhabha, H Masakadza,2008-2018,2008,2018,19,0,505,89,26.57,0,3,Zimbabwe
H Masakadza, BRM Taylor,2007-2018,2007,2018,21,0,445,74,21.19,0,3,Zimbabwe
CJ Chibhabha, BRM Taylor,2007-2011,2007,2011,8,0,213,107,26.62,1,0,Zimbabwe
V Sibanda, BRM Taylor,2007-2014,2007,2014,5,0,205,74,41,0,1,Zimbabwe
E Chigumbura, T Taibu,2008-2011,2008,2011,6,0,185,53,30.83,0,1,Zimbabwe
H Masakadza, MN Waller,2013-2016,2013,2016,6,0,173,61,28.83,0,1,Zimbabwe
H Masakadza, SF Mire,2018-2018,2018,2018,7,0,155,52,22.14,0,1,Zimbabwe
Sikandar Raza, SC Williams,2013-2016,2013,2016,8,0,155,60,19.37,0,1,Zimbabwe
E Chigumbura, BRM Taylor,2007-2014,2007,2014,7,2,153,79*,30.6,0,1,Zimbabwe
H Masakadza, T Taibu,2008-2012,2008,2012,5,0,148,62,29.6,0,1,Zimbabwe
H Masakadza, Sikandar Raza,2013-2016,2013,2016,8,0,139,28,17.37,0,0,Zimbabwe
E Chigumbura, SC Williams,2013-2016,2013,2016,8,0,138,32,17.25,0,0,Zimbabwe
CJ Chibhabha, Sikandar Raza,2015-2016,2015,2016,4,0,136,100,34,1,0,Zimbabwe
CR Ervine, MN Waller,2013-2015,2013,2015,3,0,134,67,44.66,0,2,Zimbabwe
BRM Taylor, SC Williams,2013-2018,2013,2018,5,0,128,39,25.6,0,0,Zimbabwe
Sikandar Raza, MN Waller,2013-2016,2013,2016,3,0,124,56,41.33,0,1,Zimbabwe
MN Waller, SC Williams,2016-2016,2016,2016,3,0,124,74,41.33,0,1,Zimbabwe
SF Mire, TK Musakanda,2018-2018,2018,2018,3,0,122,64,40.66,0,1,Zimbabwe
H Masakadza, SC Williams,2006-2015,2006,2015,4,0,120,54,30,0,1,Zimbabwe
E Chigumbura, T Maruma,2013-2016,2013,2016,4,2,118,55*,59,0,1,Zimbabwe
H Masakadza, R Mutumbami,2016-2016,2016,2016,4,0,117,80,29.25,0,1,Zimbabwe
V Sibanda, SC Williams,2013-2016,2013,2016,5,0,114,68,22.8,0,1,Zimbabwe
H Masakadza, PJ Moor,2016-2018,2016,2018,4,0,110,77,27.5,0,1,Zimbabwe
PJ Moor, MN Waller,2016-2018,2016,2018,4,1,109,37,36.33,0,0,Zimbabwe
R Mutumbami, SC Williams,2015-2016,2015,2016,5,0,109,55,21.8,0,1,Zimbabwe
E Chigumbura, MN Waller,2012-2018,2012,2018,8,1,106,37,15.14,0,0,Zimbabwe
E Chigumbura, H Masakadza,2006-2016,2006,2016,7,1,101,31*,16.83,0,0,Zimbabwe
E Chigumbura, R Mutumbami,2015-2015,2015,2015,3,0,97,60,32.33,0,1,Zimbabwe
CR Ervine, H Masakadza,2012-2015,2012,2015,5,0,90,35,18,0,0,Zimbabwe
H Masakadza, S Matsikenyeri,2008-2012,2008,2012,3,0,87,76,29,0,1,Zimbabwe
T Taibu, BRM Taylor,2007-2011,2007,2011,5,1,79,43,19.75,0,0,Zimbabwe
CK Coventry, T Taibu,2010-2011,2010,2011,3,0,78,43,26,0,0,Zimbabwe
R Mutumbami, V Sibanda,2016-2016,2016,2016,4,0,72,35,18,0,0,Zimbabwe
E Chigumbura, AG Cremer,2010-2016,2010,2016,5,0,71,24,14.2,0,0,Zimbabwe
CJ Chibhabha, E Chigumbura,2007-2011,2007,2011,4,0,70,57,17.5,0,1,Zimbabwe
E Chigumbura, Sikandar Raza,2015-2016,2015,2016,3,0,70,42,23.33,0,0,Zimbabwe
PJ Moor, SC Williams,2016-2018,2016,2018,3,0,70,37,23.33,0,0,Zimbabwe
LM Jongwe, MN Waller,2015-2016,2015,2016,3,0,68,55,22.66,0,1,Zimbabwe
SF Mire, PJ Moor,2018-2018,2018,2018,1,0,68,68,68,0,1,Zimbabwe
H Masakadza, C Zhuwao,2008-2008,2008,2008,3,0,67,62,22.33,0,1,Zimbabwe
CJ Chibhabha, SC Williams,2015-2015,2015,2015,2,0,62,37,31,0,0,Zimbabwe
V Sibanda, MN Waller,2016-2016,2016,2016,1,0,61,61,61,0,1,Zimbabwe
CR Ervine, SC Williams,2015-2015,2015,2015,2,0,58,30,29,0,0,Zimbabwe
CJ Chibhabha, V Sibanda,2011-2013,2011,2013,3,0,57,28,19,0,0,Zimbabwe
RP Burl, Sikandar Raza,2018-2018,2018,2018,2,0,56,53,28,0,1,Zimbabwe
H Masakadza, P Utseya,2007-2013,2007,2013,2,1,56,33,56,0,0,Zimbabwe
B Mavuta, PJ Moor,2018-2018,2018,2018,1,0,53,53,53,0,1,Zimbabwe
E Chigumbura, SW Masakadza,2010-2013,2010,2013,3,1,49,29,24.5,0,0,Zimbabwe
SF Mire, C Zhuwao,2018-2018,2018,2018,2,0,49,49,24.5,0,0,Zimbabwe
CJ Chibhabha, CR Ervine,2010-2015,2010,2015,3,0,46,27,15.33,0,0,Zimbabwe
E Chigumbura, CR Ervine,2010-2015,2010,2015,7,0,45,15,6.42,0,0,Zimbabwe
CR Ervine, P Utseya,2010-2015,2010,2015,3,0,44,22,14.66,0,0,Zimbabwe
CJ Chibhabha, SF Mire,2018-2018,2018,2018,2,0,43,42,21.5,0,0,Zimbabwe
CK Coventry, H Masakadza,2010-2015,2010,2015,3,0,42,33,14,0,0,Zimbabwe
KM Dabengwa, T Taibu,2008-2008,2008,2008,3,1,42,18*,21,0,0,Zimbabwe
T Taibu, P Utseya,2008-2011,2008,2011,2,1,42,27*,42,0,0,Zimbabwe
CJ Chibhabha, F Mutizwa,2011-2011,2011,2011,1,0,41,41,41,0,0,Zimbabwe
E Chigumbura, N Madziva,2016-2016,2016,2016,1,1,40,40*,-,0,0,Zimbabwe
CK Coventry, BRM Taylor,2010-2011,2010,2011,2,0,40,25,20,0,0,Zimbabwe
GA Lamb, H Masakadza,2010-2010,2010,2010,1,0,40,40,40,0,0,Zimbabwe
BRM Taylor, MN Waller,2011-2013,2011,2013,2,1,40,21,40,0,0,Zimbabwe
E Chigumbura, TK Musakanda,2018-2018,2018,2018,2,0,39,24,19.5,0,0,Zimbabwe
CJ Chibhabha, T Taibu,2008-2010,2008,2010,4,0,38,16,9.5,0,0,Zimbabwe
N Madziva, MN Waller,2015-2015,2015,2015,3,0,38,24,12.66,0,0,Zimbabwe
E Chigumbura, WP Masakadza,2016-2016,2016,2016,2,0,37,19,18.5,0,0,Zimbabwe
CR Ervine, S Matsikenyeri,2012-2012,2012,2012,1,0,35,35,35,0,0,Zimbabwe
S Matsikenyeri, BRM Taylor,2006-2007,2006,2007,2,0,35,20,17.5,0,0,Zimbabwe
RW Chakabva, CR Ervine,2015-2015,2015,2015,2,0,33,25,16.5,0,0,Zimbabwe
E Chigumbura, PJ Moor,2016-2018,2016,2018,4,0,33,18,8.25,0,0,Zimbabwe
Sikandar Raza, BRM Taylor,2014-2018,2014,2018,3,0,33,18,11,0,0,Zimbabwe
CJ Chibhabha, MN Waller,2013-2013,2013,2013,1,0,31,31,31,0,0,Zimbabwe
E Chigumbura, V Sibanda,2014-2016,2014,2016,2,0,31,29,15.5,0,0,Zimbabwe
E Chigumbura, P Utseya,2015-2015,2015,2015,1,0,31,31,31,0,0,Zimbabwe
E Chigumbura, CK Coventry,2011-2015,2011,2015,3,0,30,15,10,0,0,Zimbabwe
CJ Chibhabha, CK Coventry,2011-2015,2011,2015,2,0,28,28,14,0,0,Zimbabwe
F Mutizwa, BRM Taylor,2011-2011,2011,2011,1,0,28,28,28,0,0,Zimbabwe
CR Ervine, Sikandar Raza,2015-2015,2015,2015,2,0,27,14,13.5,0,0,Zimbabwe
N Madziva, P Utseya,2015-2015,2015,2015,1,1,26,26*,-,0,0,Zimbabwe
CT Mutombodzi, MN Waller,2013-2013,2013,2013,1,1,26,26*,-,0,0,Zimbabwe
KM Dabengwa, SC Williams,2006-2006,2006,2006,1,0,25,25,25,0,0,Zimbabwe
SF Mire, MN Waller,2018-2018,2018,2018,1,0,25,25,25,0,0,Zimbabwe
S Matsikenyeri, T Taibu,2008-2008,2008,2008,2,0,24,17,12,0,0,Zimbabwe
F Mutizwa, MN Waller,2011-2011,2011,2011,1,0,24,24,24,0,0,Zimbabwe
AM Blignaut, H Masakadza,2010-2010,2010,2010,1,0,22,22,22,0,0,Zimbabwe
T Maruma, BRM Taylor,2013-2013,2013,2013,1,0,22,22,22,0,0,Zimbabwe
E Chigumbura, KO Meth,2012-2012,2012,2012,1,0,21,21,21,0,0,Zimbabwe
AG Cremer, CR Ervine,2012-2015,2012,2015,2,0,21,12,10.5,0,0,Zimbabwe
SW Masakadza, Sikandar Raza,2013-2013,2013,2013,1,0,21,21,21,0,0,Zimbabwe
AG Cremer, N Madziva,2015-2016,2015,2016,2,1,20,18*,20,0,0,Zimbabwe
WP Masakadza, T Panyangara,2016-2016,2016,2016,1,0,20,20,20,0,0,Zimbabwe
E Chigumbura, LM Jongwe,2015-2015,2015,2015,2,0,19,13,9.5,0,0,Zimbabwe
LM Jongwe, SC Williams,2015-2015,2015,2015,1,0,19,19,19,0,0,Zimbabwe
V Sibanda, Sikandar Raza,2014-2016,2014,2016,2,0,19,10,9.5,0,0,Zimbabwe
TL Chatara, MN Waller,2018-2018,2018,2018,1,0,18,18,18,0,0,Zimbabwe
CK Coventry, KM Dabengwa,2010-2010,2010,2010,1,1,18,18*,-,0,0,Zimbabwe
CR Ervine, LM Jongwe,2015-2015,2015,2015,1,0,18,18,18,0,0,Zimbabwe
TS Chisoro, B Mavuta,2018-2018,2018,2018,1,1,17,17*,-,0,0,Zimbabwe
B Muzarabani, MN Waller,2018-2018,2018,2018,1,1,17,17*,-,0,0,Zimbabwe
AG Cremer, WP Masakadza,2016-2016,2016,2016,1,0,16,16,16,0,0,Zimbabwe
KM Jarvis, RW Price,2011-2012,2011,2012,2,1,16,16*,16,0,0,Zimbabwe
AG Cremer, P Utseya,2012-2015,2012,2015,2,0,15,8,7.5,0,0,Zimbabwe
T Maruma, T Taibu,2008-2008,2008,2008,2,0,15,12,7.5,0,0,Zimbabwe
RP Burl, TK Musakanda,2018-2018,2018,2018,1,0,14,14,14,0,0,Zimbabwe
TS Chisoro, MN Waller,2015-2015,2015,2015,1,0,14,14,14,0,0,Zimbabwe
H Masakadza, TK Musakanda,2018-2018,2018,2018,1,0,14,14,14,0,0,Zimbabwe
RP Burl, CB Mpofu,2018-2018,2018,2018,1,0,13,13,13,0,0,Zimbabwe
RP Burl, MN Waller,2018-2018,2018,2018,1,0,13,13,13,0,0,Zimbabwe
E Chigumbura, CT Mutombodzi,2016-2016,2016,2016,1,0,13,13,13,0,0,Zimbabwe
E Chigumbura, T Panyangara,2016-2016,2016,2016,1,1,13,13*,-,0,0,Zimbabwe
TS Chisoro, PJ Moor,2018-2018,2018,2018,2,0,12,7,6,0,0,Zimbabwe
GA Lamb, T Taibu,2010-2010,2010,2010,1,1,12,12*,-,0,0,Zimbabwe
N Madziva, WP Masakadza,2015-2015,2015,2015,1,1,12,12*,-,0,0,Zimbabwe
RW Chakabva, Sikandar Raza,2015-2015,2015,2015,2,0,11,7,5.5,0,0,Zimbabwe
H Masakadza, F Mutizwa,2012-2012,2012,2012,1,0,11,11,11,0,0,Zimbabwe
SW Masakadza, P Utseya,2010-2013,2010,2013,2,0,11,11,5.5,0,0,Zimbabwe
PJ Moor, Sikandar Raza,2016-2016,2016,2016,2,0,11,9,5.5,0,0,Zimbabwe
RP Burl, TS Chisoro,2018-2018,2018,2018,2,0,10,7,5,0,0,Zimbabwe
CJ Chibhabha, P Utseya,2006-2006,2006,2006,1,0,10,10,10,0,0,Zimbabwe
TS Chisoro, DT Tiripano,2016-2016,2016,2016,1,0,10,10,10,0,0,Zimbabwe
GA Lamb, T Maruma,2010-2010,2010,2010,1,0,10,10,10,0,0,Zimbabwe
GA Lamb, RW Price,2010-2010,2010,2010,1,0,10,10,10,0,0,Zimbabwe
CB Mpofu, P Utseya,2011-2015,2011,2015,2,1,10,10*,10,0,0,Zimbabwe
R Mutumbami, MN Waller,2015-2016,2015,2016,2,1,10,7*,10,0,0,Zimbabwe
T Taibu, MN Waller,2012-2012,2012,2012,1,0,10,10,10,0,0,Zimbabwe
TL Chatara, T Panyangara,2016-2016,2016,2016,1,0,9,9,9,0,0,Zimbabwe
WP Masakadza, B Mavuta,2018-2018,2018,2018,1,0,9,9,9,0,0,Zimbabwe
CB Mpofu, RW Price,2011-2011,2011,2011,1,0,9,9,9,0,0,Zimbabwe
T Mupariwa, T Taibu,2008-2008,2008,2008,2,1,9,9*,9,0,0,Zimbabwe
T Mupariwa, P Utseya,2008-2008,2008,2008,1,0,9,9,9,0,0,Zimbabwe
V Sibanda, C Zhuwao,2011-2011,2011,2011,1,0,9,9,9,0,0,Zimbabwe
RP Burl, PJ Moor,2018-2018,2018,2018,1,0,8,8,8,0,0,Zimbabwe
TS Chisoro, AG Cremer,2015-2016,2015,2016,2,0,8,4,4,0,0,Zimbabwe
AG Cremer, Sikandar Raza,2015-2015,2015,2015,1,0,8,8,8,0,0,Zimbabwe
AG Cremer, DT Tiripano,2016-2016,2016,2016,1,0,8,8,8,0,0,Zimbabwe
B Muzarabani, J Nyumbu,2018-2018,2018,2018,2,1,8,7*,8,0,0,Zimbabwe
T Muzarabani, DT Tiripano,2016-2016,2016,2016,1,1,8,8*,-,0,0,Zimbabwe
CK Coventry, SC Williams,2015-2015,2015,2015,1,1,7,7*,-,0,0,Zimbabwe
PJ Moor, TK Musakanda,2018-2018,2018,2018,1,0,7,7,7,0,0,Zimbabwe
CB Mpofu, BV Vitori,2012-2012,2012,2012,1,0,7,7,7,0,0,Zimbabwe
E Chigumbura, KM Dabengwa,2010-2010,2010,2010,1,0,6,6,6,0,0,Zimbabwe
AG Cremer, LM Jongwe,2016-2016,2016,2016,1,0,6,6,6,0,0,Zimbabwe
AG Cremer, T Taibu,2010-2010,2010,2010,1,1,6,6*,-,0,0,Zimbabwe
AG Cremer, BV Vitori,2012-2012,2012,2012,1,0,6,6,6,0,0,Zimbabwe
T Maruma, V Sibanda,2014-2014,2014,2014,1,1,6,6*,-,0,0,Zimbabwe
RW Chakabva, T Maruma,2008-2008,2008,2008,1,0,5,5,5,0,0,Zimbabwe
TS Chisoro, T Panyangara,2015-2015,2015,2015,1,0,5,5,5,0,0,Zimbabwe
AG Cremer, MN Waller,2015-2018,2015,2018,2,1,5,3*,5,0,0,Zimbabwe
WP Masakadza, Sikandar Raza,2016-2016,2016,2016,1,0,5,5,5,0,0,Zimbabwe
F Mutizwa, P Utseya,2011-2011,2011,2011,1,0,5,5,5,0,0,Zimbabwe
CT Mutombodzi, P Utseya,2013-2013,2013,2013,1,0,5,5,5,0,0,Zimbabwe
BRM Taylor, C Zhuwao,2011-2011,2011,2011,1,0,5,5,5,0,0,Zimbabwe
RW Chakabva, SC Williams,2015-2015,2015,2015,2,0,4,4,2,0,0,Zimbabwe
E Chigumbura, SF Mire,2018-2018,2018,2018,1,0,4,4,4,0,0,Zimbabwe
AG Cremer, R Mutumbami,2015-2015,2015,2015,1,1,4,4*,-,0,0,Zimbabwe
KM Jarvis, N M'shangwe,2013-2013,2013,2013,1,1,4,4*,-,0,0,Zimbabwe
KM Jarvis, MN Waller,2018-2018,2018,2018,1,0,4,4,4,0,0,Zimbabwe
CB Mpofu, EC Rainsford,2010-2010,2010,2010,1,1,4,4*,-,0,0,Zimbabwe
RW Price, T Taibu,2008-2011,2008,2011,2,0,4,2,2,0,0,Zimbabwe
BRM Taylor, P Utseya,2011-2011,2011,2011,1,0,4,4,4,0,0,Zimbabwe
