Player_1,Player_2,Innings_Span,First_Innings,Last_Innings,Number_of_Partnerships,Unbroken,Total_Runs,Highest_Runs,Avg_Runs_Per_Dismissal,Century_Partnerships,50Runs_Partnerships,Country,Player_Pairs
Babar Azam, Kamran Akmal,2017-2017,2017,2017,2,0,103,88,51.5,0,1,Pakistan,Babar Azam & Kamran Akmal
Misbah-ul-Haq, Salman Butt,2007-2010,2007,2010,4,0,103,64,25.75,0,1,Pakistan,Misbah-ul-Haq & Salman Butt
Salman Butt, Shoaib Malik,2007-2010,2007,2010,6,0,103,46,17.16,0,0,Pakistan,Salman Butt & Shoaib Malik
Babar Azam, Sahibzada Farhan,2018-2018,2018,2018,2,0,101,93,50.5,0,1,Pakistan,Babar Azam & Sahibzada Farhan
Ahmed Shehzad, Umar Akmal,2012-2016,2012,2016,7,0,99,36,14.14,0,0,Pakistan,Ahmed Shehzad & Umar Akmal
Asif Ali, Babar Azam,2018-2018,2018,2018,3,0,98,56,32.66,0,1,Pakistan,Asif Ali & Babar Azam
Shahid Afridi, Younis Khan,2007-2009,2007,2009,5,1,97,29*,24.25,0,0,Pakistan,Shahid Afridi & Younis Khan
Abdul Razzaq, Fawad Alam,2009-2010,2009,2010,6,0,95,48,15.83,0,0,Pakistan,Abdul Razzaq & Fawad Alam
Mohammad Hafeez, Salman Butt,2007-2010,2007,2010,6,0,93,40,15.5,0,0,Pakistan,Mohammad Hafeez & Salman Butt
Kamran Akmal, Mohammad Hafeez,2007-2014,2007,2014,8,0,91,47,11.37,0,0,Pakistan,Kamran Akmal & Mohammad Hafeez
Fawad Alam, Umar Akmal,2009-2010,2009,2010,5,1,90,39*,22.5,0,0,Pakistan,Fawad Alam & Umar Akmal
Asad Shafiq, Umar Akmal,2010-2011,2010,2011,5,0,89,29,17.8,0,0,Pakistan,Asad Shafiq & Umar Akmal
Sohaib Maqsood, Umar Akmal,2013-2015,2013,2015,4,0,84,32,21,0,0,Pakistan,Sohaib Maqsood & Umar Akmal
Khalid Latif, Umar Akmal,2010-2016,2010,2016,3,0,82,45,27.33,0,0,Pakistan,Khalid Latif & Umar Akmal
Fawad Alam, Misbah-ul-Haq,2007-2010,2007,2010,5,3,81,35*,40.5,0,0,Pakistan,Fawad Alam & Misbah-ul-Haq
Imran Farhat, Mohammad Hafeez,2010-2011,2010,2011,3,0,81,31,27,0,0,Pakistan,Imran Farhat & Mohammad Hafeez
Asad Shafiq, Misbah-ul-Haq,2011-2012,2011,2012,3,0,79,46,26.33,0,0,Pakistan,Asad Shafiq & Misbah-ul-Haq
Faheem Ashraf, Shoaib Malik,2018-2018,2018,2018,4,2,77,47*,38.5,0,0,Pakistan,Faheem Ashraf & Shoaib Malik
Mohammad Hafeez, Rameez Raja (2),2011-2011,2011,2011,2,0,74,73,37,0,1,Pakistan,Mohammad Hafeez & Rameez Raja (2)
Ahmed Shehzad, Shahid Afridi,2012-2016,2012,2016,4,0,73,34,18.25,0,0,Pakistan,Ahmed Shehzad & Shahid Afridi
Mohammad Hafeez, Sarfraz Ahmed,2014-2018,2014,2018,5,2,73,39,24.33,0,0,Pakistan,Mohammad Hafeez & Sarfraz Ahmed
Mohammad Hafeez, Sohaib Maqsood,2013-2016,2013,2016,5,0,73,24,14.6,0,0,Pakistan,Mohammad Hafeez & Sohaib Maqsood
Salman Butt, Younis Khan,2007-2008,2007,2008,6,0,70,30,11.66,0,0,Pakistan,Salman Butt & Younis Khan
Umar Akmal, Umar Gul,2010-2012,2010,2012,4,1,70,49,23.33,0,0,Pakistan,Umar Akmal & Umar Gul
Ahmed Shehzad, Sohaib Maqsood,2013-2014,2013,2014,4,1,67,55,22.33,0,1,Pakistan,Ahmed Shehzad & Sohaib Maqsood
Fakhar Zaman, Haris Sohail,2018-2018,2018,2018,2,0,66,58,33,0,1,Pakistan,Fakhar Zaman & Haris Sohail
Babar Azam, Hasan Ali,2018-2018,2018,2018,3,2,65,30,65,0,0,Pakistan,Babar Azam & Hasan Ali
Misbah-ul-Haq, Yasir Arafat,2007-2007,2007,2007,2,0,65,38,32.5,0,0,Pakistan,Misbah-ul-Haq & Yasir Arafat
Khalid Latif, Shoaib Malik,2016-2016,2016,2016,2,0,64,37,32,0,0,Pakistan,Khalid Latif & Shoaib Malik
Mohammad Rizwan, Shahid Afridi,2015-2015,2015,2015,2,0,64,61,32,0,1,Pakistan,Mohammad Rizwan & Shahid Afridi
Imran Nazir, Younis Khan,2007-2007,2007,2007,2,0,63,36,31.5,0,0,Pakistan,Imran Nazir & Younis Khan
Saeed Ajmal, Sohail Tanvir,2013-2013,2013,2013,1,0,63,63,63,0,1,Pakistan,Saeed Ajmal & Sohail Tanvir
Sarfraz Ahmed, Shahid Afridi,2015-2016,2015,2016,5,1,63,28,15.75,0,0,Pakistan,Sarfraz Ahmed & Shahid Afridi
Salman Butt, Shahid Afridi,2007-2010,2007,2010,4,0,62,25,15.5,0,0,Pakistan,Salman Butt & Shahid Afridi
Fakhar Zaman, Umar Amin,2017-2018,2017,2018,2,0,61,57,30.5,0,1,Pakistan,Fakhar Zaman & Umar Amin
Imran Nazir, Shahid Afridi,2007-2009,2007,2009,3,1,60,36,30,0,0,Pakistan,Imran Nazir & Shahid Afridi
Anwar Ali, Imad Wasim,2015-2015,2015,2015,1,0,58,58,58,0,1,Pakistan,Anwar Ali & Imad Wasim
Misbah-ul-Haq, Sohail Tanvir,2007-2011,2007,2011,3,0,58,34,19.33,0,0,Pakistan,Misbah-ul-Haq & Sohail Tanvir
Anwar Ali, Sarfraz Ahmed,2015-2016,2015,2016,3,0,57,27,19,0,0,Pakistan,Anwar Ali & Sarfraz Ahmed
Ahmed Shehzad, Rafatullah Mohmand,2015-2015,2015,2015,2,0,56,51,28,0,1,Pakistan,Ahmed Shehzad & Rafatullah Mohmand
Faheem Ashraf, Imad Wasim,2017-2018,2017,2018,3,3,56,25*,-,0,0,Pakistan,Faheem Ashraf & Imad Wasim
Mohammad Rizwan, Shoaib Malik,2015-2016,2015,2016,4,0,56,39,14,0,0,Pakistan,Mohammad Rizwan & Shoaib Malik
Mohammad Rizwan, Umar Akmal,2015-2015,2015,2015,2,0,56,34,28,0,0,Pakistan,Mohammad Rizwan & Umar Akmal
Abdul Razzaq, Salman Butt,2010-2010,2010,2010,2,0,55,53,27.5,0,1,Pakistan,Abdul Razzaq & Salman Butt
Hammad Azam, Shahid Afridi,2012-2013,2012,2013,2,0,54,30,27,0,0,Pakistan,Hammad Azam & Shahid Afridi
Haris Sohail, Sarfraz Ahmed,2014-2018,2014,2018,2,0,54,37,27,0,0,Pakistan,Haris Sohail & Sarfraz Ahmed
Shadab Khan, Shoaib Malik,2018-2018,2018,2018,1,0,54,54,54,0,1,Pakistan,Shadab Khan & Shoaib Malik
Imad Wasim, Mohammad Rizwan,2015-2015,2015,2015,2,0,52,46,26,0,0,Pakistan,Imad Wasim & Mohammad Rizwan
Imad Wasim, Shoaib Malik,2016-2017,2016,2017,5,1,52,21,13,0,0,Pakistan,Imad Wasim & Shoaib Malik
Awais Zia, Sarfraz Ahmed,2014-2014,2014,2014,1,0,51,51,51,0,1,Pakistan,Awais Zia & Sarfraz Ahmed
Ahmed Shehzad, Saad Nasim,2014-2014,2014,2014,2,0,50,40,25,0,0,Pakistan,Ahmed Shehzad & Saad Nasim
Haris Sohail, Mohammad Hafeez,2015-2015,2015,2015,1,0,49,49,49,0,0,Pakistan,Haris Sohail & Mohammad Hafeez
Imad Wasim, Umar Akmal,2015-2016,2015,2016,2,1,49,25*,49,0,0,Pakistan,Imad Wasim & Umar Akmal
Abdul Razzaq, Yasir Arafat,2010-2012,2010,2012,3,1,47,23*,23.5,0,0,Pakistan,Abdul Razzaq & Yasir Arafat
Ahmed Shehzad, Umar Amin,2013-2014,2013,2014,3,0,45,30,15,0,0,Pakistan,Ahmed Shehzad & Umar Amin
Shahid Afridi, Sohaib Maqsood,2013-2015,2013,2015,7,1,45,21,7.5,0,0,Pakistan,Shahid Afridi & Sohaib Maqsood
Sohail Tanvir, Wahab Riaz,2015-2015,2015,2015,1,0,45,45,45,0,0,Pakistan,Sohail Tanvir & Wahab Riaz
Mohammad Yousuf, Shahzaib Hasan,2010-2010,2010,2010,2,0,44,37,22,0,0,Pakistan,Mohammad Yousuf & Shahzaib Hasan
Abdul Razzaq, Shoaib Malik,2007-2009,2007,2009,2,1,43,25,43,0,0,Pakistan,Abdul Razzaq & Shoaib Malik
Abdur Rehman, Umar Akmal,2011-2013,2011,2013,2,0,42,26,21,0,0,Pakistan,Abdur Rehman & Umar Akmal
Asad Shafiq, Awais Zia,2012-2012,2012,2012,2,0,42,40,21,0,0,Pakistan,Asad Shafiq & Awais Zia
Kamran Akmal, Khalid Latif,2010-2010,2010,2010,2,0,42,34,21,0,0,Pakistan,Kamran Akmal & Khalid Latif
Sohail Tanvir, Umar Akmal,2011-2013,2011,2013,4,1,42,22,14,0,0,Pakistan,Sohail Tanvir & Umar Akmal
Asif Ali, Hussain Talat,2018-2018,2018,2018,1,1,41,41*,-,0,0,Pakistan,Asif Ali & Hussain Talat
Mohammad Hafeez, Younis Khan,2006-2010,2006,2010,4,0,41,26,10.25,0,0,Pakistan,Mohammad Hafeez & Younis Khan
Awais Zia, Mohammad Hafeez,2012-2012,2012,2012,3,0,40,32,13.33,0,0,Pakistan,Awais Zia & Mohammad Hafeez
Faheem Ashraf, Shadab Khan,2017-2018,2017,2018,2,0,40,31,20,0,0,Pakistan,Faheem Ashraf & Shadab Khan
Imran Nazir, Nasir Jamshed,2012-2012,2012,2012,2,0,38,24,19,0,0,Pakistan,Imran Nazir & Nasir Jamshed
Asif Ali, Sarfraz Ahmed,2018-2018,2018,2018,2,1,37,21*,37,0,0,Pakistan,Asif Ali & Sarfraz Ahmed
Mukhtar Ahmed, Nauman Anwar,2015-2015,2015,2015,1,0,37,37,37,0,0,Pakistan,Mukhtar Ahmed & Nauman Anwar
Misbah-ul-Haq, Zulqarnain Haider,2010-2010,2010,2010,2,0,36,35,18,0,0,Pakistan,Misbah-ul-Haq & Zulqarnain Haider
Shadab Khan, Wahab Riaz,2017-2017,2017,2017,1,0,36,36,36,0,0,Pakistan,Shadab Khan & Wahab Riaz
Imran Nazir, Shoaib Malik,2009-2009,2009,2009,1,0,35,35,35,0,0,Pakistan,Imran Nazir & Shoaib Malik
Mohammad Hafeez, Umar Amin,2013-2013,2013,2013,1,0,35,35,35,0,0,Pakistan,Mohammad Hafeez & Umar Amin
Sarfraz Ahmed, Sharjeel Khan,2016-2016,2016,2016,1,0,35,35,35,0,0,Pakistan,Sarfraz Ahmed & Sharjeel Khan
Sharjeel Khan, Sohaib Maqsood,2013-2013,2013,2013,1,0,35,35,35,0,0,Pakistan,Sharjeel Khan & Sohaib Maqsood
Babar Azam, Umar Amin,2017-2017,2017,2017,1,0,34,34,34,0,0,Pakistan,Babar Azam & Umar Amin
Mohammad Hafeez, Mohammad Yousuf,2006-2006,2006,2006,1,0,34,34,34,0,0,Pakistan,Mohammad Hafeez & Mohammad Yousuf
Abdul Razzaq, Umar Gul,2010-2012,2010,2012,2,0,33,29,16.5,0,0,Pakistan,Abdul Razzaq & Umar Gul
Anwar Ali, Shahid Afridi,2013-2014,2013,2014,2,1,33,26*,33,0,0,Pakistan,Anwar Ali & Shahid Afridi
Anwar Ali, Sohail Tanvir,2015-2015,2015,2015,3,2,33,25,33,0,0,Pakistan,Anwar Ali & Sohail Tanvir
Haris Sohail, Umar Amin,2018-2018,2018,2018,1,0,33,33,33,0,0,Pakistan,Haris Sohail & Umar Amin
Umar Akmal, Umar Amin,2013-2013,2013,2013,1,0,32,32,32,0,0,Pakistan,Umar Akmal & Umar Amin
Umar Akmal, Wahab Riaz,2010-2016,2010,2016,2,1,32,27,32,0,0,Pakistan,Umar Akmal & Wahab Riaz
Shoaib Akhtar, Wahab Riaz,2010-2010,2010,2010,2,1,31,31*,31,0,0,Pakistan,Shoaib Akhtar & Wahab Riaz
Shoaib Malik, Sohail Tanvir,2008-2015,2008,2015,2,0,31,25,15.5,0,0,Pakistan,Shoaib Malik & Sohail Tanvir
Ahmed Shehzad, Salman Butt,2009-2009,2009,2009,2,0,30,17,15,0,0,Pakistan,Ahmed Shehzad & Salman Butt
Babar Azam, Faheem Ashraf,2017-2018,2017,2018,4,1,30,15,10,0,0,Pakistan,Babar Azam & Faheem Ashraf
Shahid Afridi, Umar Gul,2012-2014,2012,2014,3,0,30,16,10,0,0,Pakistan,Shahid Afridi & Umar Gul
Shahid Afridi, Zulfiqar Babar,2013-2013,2013,2013,1,0,29,29,29,0,0,Pakistan,Shahid Afridi & Zulfiqar Babar
Umar Gul, Wahab Riaz,2010-2016,2010,2016,2,1,29,26,29,0,0,Pakistan,Umar Gul & Wahab Riaz
Asif Ali, Shadab Khan,2018-2018,2018,2018,2,0,28,14,14,0,0,Pakistan,Asif Ali & Shadab Khan
Awais Zia, Umar Akmal,2012-2012,2012,2012,1,0,28,28,28,0,0,Pakistan,Awais Zia & Umar Akmal
Kamran Akmal, Younis Khan,2007-2009,2007,2009,4,0,28,24,7,0,0,Pakistan,Kamran Akmal & Younis Khan
Imad Wasim, Sarfraz Ahmed,2016-2017,2016,2017,4,0,27,20,6.75,0,0,Pakistan,Imad Wasim & Sarfraz Ahmed
Ahmed Shehzad, Khalid Latif,2012-2016,2012,2016,2,0,26,14,13,0,0,Pakistan,Ahmed Shehzad & Khalid Latif
Inzamam-ul-Haq, Mohammad Hafeez,2006-2006,2006,2006,1,0,26,26,26,0,0,Pakistan,Inzamam-ul-Haq & Mohammad Hafeez
Umar Akmal, Zulfiqar Babar,2013-2013,2013,2013,1,1,26,26*,-,0,0,Pakistan,Umar Akmal & Zulfiqar Babar
Abdul Razzaq, Mohammad Amir,2009-2010,2009,2010,3,0,25,12,8.33,0,0,Pakistan,Abdul Razzaq & Mohammad Amir
Abdul Razzaq, Shahzaib Hasan,2009-2009,2009,2009,1,0,25,25,25,0,0,Pakistan,Abdul Razzaq & Shahzaib Hasan
Abdul Razzaq, Younis Khan,2009-2009,2009,2009,1,1,25,25*,-,0,0,Pakistan,Abdul Razzaq & Younis Khan
Imran Farhat, Shahzaib Hasan,2010-2010,2010,2010,2,0,25,16,12.5,0,0,Pakistan,Imran Farhat & Shahzaib Hasan
Khalid Latif, Shahid Afridi,2016-2016,2016,2016,1,0,25,25,25,0,0,Pakistan,Khalid Latif & Shahid Afridi
Mohammad Hafeez, Rafatullah Mohmand,2015-2015,2015,2015,3,0,25,12,8.33,0,0,Pakistan,Mohammad Hafeez & Rafatullah Mohmand
Mohammad Rizwan, Sohaib Maqsood,2015-2015,2015,2015,2,0,25,17,12.5,0,0,Pakistan,Mohammad Rizwan & Sohaib Maqsood
Abdul Razzaq, Sohail Tanvir,2009-2009,2009,2009,1,0,24,24,24,0,0,Pakistan,Abdul Razzaq & Sohail Tanvir
Abdur Rehman, Naved-ul-Hasan,2007-2007,2007,2007,1,1,24,24*,-,0,0,Pakistan,Abdur Rehman & Naved-ul-Hasan
Saeed Ajmal, Shahid Afridi,2012-2013,2012,2013,3,1,23,18,11.5,0,0,Pakistan,Saeed Ajmal & Shahid Afridi
Saeed Ajmal, Umar Gul,2009-2014,2009,2014,3,1,23,13,11.5,0,0,Pakistan,Saeed Ajmal & Umar Gul
Ahmed Shehzad, Asad Shafiq,2010-2011,2010,2011,2,0,22,13,11,0,0,Pakistan,Ahmed Shehzad & Asad Shafiq
Bilawal Bhatti, Shahid Afridi,2013-2013,2013,2013,2,0,22,22,11,0,0,Pakistan,Bilawal Bhatti & Shahid Afridi
Imran Nazir, Umar Akmal,2009-2009,2009,2009,1,0,22,22,22,0,0,Pakistan,Imran Nazir & Umar Akmal
Mohammad Asif, Saeed Ajmal,2010-2010,2010,2010,2,2,22,15*,-,0,0,Pakistan,Mohammad Asif & Saeed Ajmal
Mohammad Hafeez, Shahzaib Hasan,2010-2010,2010,2010,1,0,22,22,22,0,0,Pakistan,Mohammad Hafeez & Shahzaib Hasan
Mohammad Nawaz (3), Shadab Khan,2018-2018,2018,2018,1,0,22,22,22,0,0,Pakistan,Mohammad Nawaz (3) & Shadab Khan
Mukhtar Ahmed, Umar Akmal,2015-2015,2015,2015,1,0,22,22,22,0,0,Pakistan,Mukhtar Ahmed & Umar Akmal
Umar Akmal, Yasir Arafat,2012-2012,2012,2012,2,0,22,13,11,0,0,Pakistan,Umar Akmal & Yasir Arafat
Umar Gul, Yasir Arafat,2007-2012,2007,2012,3,1,22,12,11,0,0,Pakistan,Umar Gul & Yasir Arafat
Abdul Razzaq, Inzamam-ul-Haq,2006-2006,2006,2006,1,1,21,21*,-,0,0,Pakistan,Abdul Razzaq & Inzamam-ul-Haq
Abdur Rehman, Salman Butt,2010-2010,2010,2010,1,0,21,21,21,0,0,Pakistan,Abdur Rehman & Salman Butt
Mohammad Amir, Umar Gul,2009-2010,2009,2010,3,0,21,14,7,0,0,Pakistan,Mohammad Amir & Umar Gul
Sharjeel Khan, Umar Akmal,2013-2013,2013,2013,1,0,21,21,21,0,0,Pakistan,Sharjeel Khan & Umar Akmal
Junaid Khan, Saeed Ajmal,2011-2011,2011,2011,1,1,20,20*,-,0,0,Pakistan,Junaid Khan & Saeed Ajmal
Misbah-ul-Haq, Shoaib Akhtar,2010-2010,2010,2010,1,0,20,20,20,0,0,Pakistan,Misbah-ul-Haq & Shoaib Akhtar
Sohaib Maqsood, Umar Amin,2013-2013,2013,2013,1,0,20,20,20,0,0,Pakistan,Sohaib Maqsood & Umar Amin
Abdul Razzaq, Wahab Riaz,2010-2010,2010,2010,1,1,19,19*,-,0,0,Pakistan,Abdul Razzaq & Wahab Riaz
Khurram Manzoor, Sharjeel Khan,2016-2016,2016,2016,2,0,19,18,9.5,0,0,Pakistan,Khurram Manzoor & Sharjeel Khan
Asif Ali, Faheem Ashraf,2018-2018,2018,2018,1,0,18,18,18,0,0,Pakistan,Asif Ali & Faheem Ashraf
Fawad Alam, Umar Gul,2009-2010,2009,2010,2,0,18,16,9,0,0,Pakistan,Fawad Alam & Umar Gul
Imran Farhat, Imran Nazir,2010-2010,2010,2010,3,0,18,9,6,0,0,Pakistan,Imran Farhat & Imran Nazir
Misbah-ul-Haq, Yasir Shah,2011-2011,2011,2011,1,0,18,18,18,0,0,Pakistan,Misbah-ul-Haq & Yasir Shah
Mohammad Sami, Sarfraz Ahmed,2016-2016,2016,2016,1,0,18,18,18,0,0,Pakistan,Mohammad Sami & Sarfraz Ahmed
Aamer Yamin, Haris Sohail,2018-2018,2018,2018,1,1,17,17*,-,0,0,Pakistan,Aamer Yamin & Haris Sohail
Abdul Razzaq, Nasir Jamshed,2012-2012,2012,2012,1,0,17,17,17,0,0,Pakistan,Abdul Razzaq & Nasir Jamshed
Shoaib Malik, Sohail Khan,2017-2017,2017,2017,1,0,17,17,17,0,0,Pakistan,Shoaib Malik & Sohail Khan
Abdul Razzaq, Shahid Afridi,2009-2010,2009,2010,3,0,16,14,5.33,0,0,Pakistan,Abdul Razzaq & Shahid Afridi
Bilawal Bhatti, Sohaib Maqsood,2014-2014,2014,2014,1,0,16,16,16,0,0,Pakistan,Bilawal Bhatti & Sohaib Maqsood
Mohammad Amir, Umar Akmal,2010-2010,2010,2010,1,0,16,16,16,0,0,Pakistan,Mohammad Amir & Umar Akmal
Babar Azam, Rumman Raees,2018-2018,2018,2018,1,0,15,15,15,0,0,Pakistan,Babar Azam & Rumman Raees
Bilawal Bhatti, Imad Wasim,2015-2015,2015,2015,1,1,15,15*,-,0,0,Pakistan,Bilawal Bhatti & Imad Wasim
Haris Sohail, Sohail Tanvir,2015-2015,2015,2015,1,0,15,15,15,0,0,Pakistan,Haris Sohail & Sohail Tanvir
Hussain Talat, Shoaib Malik,2018-2018,2018,2018,1,0,15,15,15,0,0,Pakistan,Hussain Talat & Shoaib Malik
Kamran Akmal, Yasir Arafat,2007-2007,2007,2007,2,0,15,13,7.5,0,0,Pakistan,Kamran Akmal & Yasir Arafat
Mohammad Salman, Umar Akmal,2011-2011,2011,2011,1,0,15,15,15,0,0,Pakistan,Mohammad Salman & Umar Akmal
Raza Hasan, Wahab Riaz,2014-2014,2014,2014,1,0,15,15,15,0,0,Pakistan,Raza Hasan & Wahab Riaz
Saeed Ajmal, Wahab Riaz,2010-2011,2010,2011,2,0,15,13,7.5,0,0,Pakistan,Saeed Ajmal & Wahab Riaz
Shahid Afridi, Shahzaib Hasan,2009-2009,2009,2009,1,0,15,15,15,0,0,Pakistan,Shahid Afridi & Shahzaib Hasan
Ahmed Shehzad, Umar Gul,2012-2012,2012,2012,1,0,14,14,14,0,0,Pakistan,Ahmed Shehzad & Umar Gul
Fawad Alam, Mohammad Amir,2010-2010,2010,2010,1,0,14,14,14,0,0,Pakistan,Fawad Alam & Mohammad Amir
Misbah-ul-Haq, Umar Gul,2007-2011,2007,2011,4,2,14,8*,7,0,0,Pakistan,Misbah-ul-Haq & Umar Gul
Mohammad Sami, Saeed Ajmal,2010-2012,2010,2012,2,0,14,8,7,0,0,Pakistan,Mohammad Sami & Saeed Ajmal
Mukhtar Ahmed, Shahid Afridi,2015-2015,2015,2015,1,0,14,14,14,0,0,Pakistan,Mukhtar Ahmed & Shahid Afridi
Mukhtar Ahmed, Shoaib Malik,2015-2015,2015,2015,1,0,14,14,14,0,0,Pakistan,Mukhtar Ahmed & Shoaib Malik
Saad Nasim, Wahab Riaz,2014-2014,2014,2014,1,0,14,14,14,0,0,Pakistan,Saad Nasim & Wahab Riaz
Ahmed Shehzad, Awais Zia,2014-2014,2014,2014,1,0,13,13,13,0,0,Pakistan,Ahmed Shehzad & Awais Zia
Fakhar Zaman, Mohammad Hafeez,2018-2018,2018,2018,2,0,13,13,6.5,0,0,Pakistan,Fakhar Zaman & Mohammad Hafeez
Fawad Alam, Sohail Tanvir,2009-2009,2009,2009,1,0,13,13,13,0,0,Pakistan,Fawad Alam & Sohail Tanvir
Hammad Azam, Umar Akmal,2013-2013,2013,2013,1,0,13,13,13,0,0,Pakistan,Hammad Azam & Umar Akmal
Haris Sohail, Mukhtar Ahmed,2015-2015,2015,2015,1,0,13,13,13,0,0,Pakistan,Haris Sohail & Mukhtar Ahmed
Hasan Ali, Shadab Khan,2017-2017,2017,2017,2,1,13,12*,13,0,0,Pakistan,Hasan Ali & Shadab Khan
Mohammad Amir, Mohammad Sami,2016-2016,2016,2016,1,0,13,13,13,0,0,Pakistan,Mohammad Amir & Mohammad Sami
Yasir Arafat, Younis Khan,2009-2009,2009,2009,1,0,12,12,12,0,0,Pakistan,Yasir Arafat & Younis Khan
Abdul Razzaq, Mohammad Hafeez,2010-2010,2010,2010,1,0,11,11,11,0,0,Pakistan,Abdul Razzaq & Mohammad Hafeez
Anwar Ali, Saad Nasim,2014-2014,2014,2014,1,0,11,11,11,0,0,Pakistan,Anwar Ali & Saad Nasim
Haris Sohail, Mohammad Nawaz (3),2018-2018,2018,2018,1,0,11,11,11,0,0,Pakistan,Haris Sohail & Mohammad Nawaz (3)
Imran Farhat, Khalid Latif,2010-2010,2010,2010,1,0,11,11,11,0,0,Pakistan,Imran Farhat & Khalid Latif
Misbah-ul-Haq, Mohammad Asif,2007-2007,2007,2007,1,0,11,11,11,0,0,Pakistan,Misbah-ul-Haq & Mohammad Asif
Saeed Ajmal, Umar Akmal,2010-2012,2010,2012,2,1,11,11*,11,0,0,Pakistan,Saeed Ajmal & Umar Akmal
Shahid Afridi, Zulqarnain Haider,2007-2007,2007,2007,1,0,11,11,11,0,0,Pakistan,Shahid Afridi & Zulqarnain Haider
Asad Shafiq, Younis Khan,2010-2010,2010,2010,1,0,10,10,10,0,0,Pakistan,Asad Shafiq & Younis Khan
Khurram Manzoor, Shoaib Malik,2016-2016,2016,2016,1,0,10,10,10,0,0,Pakistan,Khurram Manzoor & Shoaib Malik
Mohammad Irfan, Raza Hasan,2014-2014,2014,2014,1,1,10,10*,-,0,0,Pakistan,Mohammad Irfan & Raza Hasan
Raza Hasan, Saeed Ajmal,2012-2012,2012,2012,2,0,10,10,5,0,0,Pakistan,Raza Hasan & Saeed Ajmal
Saad Nasim, Shahid Afridi,2014-2014,2014,2014,1,0,10,10,10,0,0,Pakistan,Saad Nasim & Shahid Afridi
Sarfraz Ahmed, Wahab Riaz,2016-2016,2016,2016,1,0,10,10,10,0,0,Pakistan,Sarfraz Ahmed & Wahab Riaz
Shahid Afridi, Yasir Arafat,2012-2012,2012,2012,1,0,10,10,10,0,0,Pakistan,Shahid Afridi & Yasir Arafat
Abdul Razzaq, Sarfraz Ahmed,2010-2010,2010,2010,1,0,9,9,9,0,0,Pakistan,Abdul Razzaq & Sarfraz Ahmed
Ahmed Shehzad, Haris Sohail,2013-2014,2013,2014,2,0,9,6,4.5,0,0,Pakistan,Ahmed Shehzad & Haris Sohail
Hammad Azam, Umar Amin,2013-2013,2013,2013,1,0,9,9,9,0,0,Pakistan,Hammad Azam & Umar Amin
Imad Wasim, Mohammad Hafeez,2018-2018,2018,2018,1,1,9,9*,-,0,0,Pakistan,Imad Wasim & Mohammad Hafeez
Saeed Ajmal, Shoaib Akhtar,2010-2010,2010,2010,2,1,9,5*,9,0,0,Pakistan,Saeed Ajmal & Shoaib Akhtar
Shoaib Malik, Umar Gul,2012-2012,2012,2012,1,0,9,9,9,0,0,Pakistan,Shoaib Malik & Umar Gul
Abdul Razzaq, Kamran Akmal,2012-2012,2012,2012,1,1,8,8*,-,0,0,Pakistan,Abdul Razzaq & Kamran Akmal
Faheem Ashraf, Haris Sohail,2018-2018,2018,2018,1,0,8,8,8,0,0,Pakistan,Faheem Ashraf & Haris Sohail
Mohammad Amir, Saeed Ajmal,2010-2010,2010,2010,2,1,8,8*,8,0,0,Pakistan,Mohammad Amir & Saeed Ajmal
Mohammad Amir, Shoaib Akhtar,2010-2010,2010,2010,1,0,8,8,8,0,0,Pakistan,Mohammad Amir & Shoaib Akhtar
Mohammad Sami, Shoaib Malik,2016-2016,2016,2016,1,1,8,8*,-,0,0,Pakistan,Mohammad Sami & Shoaib Malik
Nasir Jamshed, Umar Akmal,2012-2012,2012,2012,2,0,8,5,4,0,0,Pakistan,Nasir Jamshed & Umar Akmal
Rafatullah Mohmand, Sarfraz Ahmed,2015-2015,2015,2015,1,0,8,8,8,0,0,Pakistan,Rafatullah Mohmand & Sarfraz Ahmed
Salman Butt, Umar Akmal,2010-2010,2010,2010,2,0,8,7,4,0,0,Pakistan,Salman Butt & Umar Akmal
Umar Gul, Younis Khan,2009-2009,2009,2009,1,1,8,8*,-,0,0,Pakistan,Umar Gul & Younis Khan
Ahmed Shehzad, Mohammad Rizwan,2016-2016,2016,2016,1,0,7,7,7,0,0,Pakistan,Ahmed Shehzad & Mohammad Rizwan
Babar Azam, Haris Sohail,2018-2018,2018,2018,1,0,7,7,7,0,0,Pakistan,Babar Azam & Haris Sohail
Babar Azam, Mohammad Amir,2018-2018,2018,2018,1,0,7,7,7,0,0,Pakistan,Babar Azam & Mohammad Amir
Fawad Alam, Salman Butt,2008-2008,2008,2008,1,1,7,7*,-,0,0,Pakistan,Fawad Alam & Salman Butt
Fawad Alam, Younis Khan,2009-2009,2009,2009,1,0,7,7,7,0,0,Pakistan,Fawad Alam & Younis Khan
Imad Wasim, Mohammad Irfan,2015-2015,2015,2015,1,1,7,7*,-,0,0,Pakistan,Imad Wasim & Mohammad Irfan
Imad Wasim, Shahid Afridi,2015-2016,2015,2016,2,0,7,6,3.5,0,0,Pakistan,Imad Wasim & Shahid Afridi
Khalid Latif, Mohammad Hafeez,2012-2012,2012,2012,1,0,7,7,7,0,0,Pakistan,Khalid Latif & Mohammad Hafeez
